customer_id,interaction,uid,city,state,country,zip,lat,lng,population,area,job,children,age,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,day_time,year,bandwidth_gb_year
R963388,71895f94-c853-4e94-85ef-3fab52301614,306759d64ba79dfc8b2134c0c716f2bd,Needville,CA,Ogemaw,81503,42.1295,-87.92197,15763,Urban,"Civil engineer, consulting",3,46,61774.69,Married,Female,Yes,10.58657,11,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),70.53596,197.484,Evening,2022,6770.012109
Y847136,941c7516-20c5-47d4-a063-5f3dc7bfc47a,ee5479f4dca3d8278204dd1897e44553,West Branch,MI,Yamhill,58643,37.82945,-94.33173,161,Suburban,Science writer,1,21,14474.74,Widowed,Male,Yes,15.72313,19,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),68.1383,200.1323,Morning,2022,6769.093084
B479208,df3742f5-e551-4ecc-90fe-eea710b6d9fc,5c597d4d20168d90ddf8f5abf63c999d,West Branch,AK,Yamhill,24857,33.45204,-101.64305,827,Urban,Health and safety inspector,0,31,15481.45,Separated,Male,No,7.750073,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,71.32292,194.9525,Afternoon,2021,6768.49967
C354137,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,46bd163d500568caa0e2de057b8ef4e3,West Branch,AK,Prince of Wales-Hyder,15341,44.48072,-105.68542,817,Suburban,"Administrator, Civil Service",1,55,30938.57,Separated,Female,Yes,10.39695,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),69.026,187.6094,Morning,2021,6768.348896
C585619,eeeb8da7-926a-44a7-8d86-68f1eecc7055,fffe3f210b76a8d6e7a1ec383b766260,Point Baker,CA,Yamhill,85323,43.22975,-123.23433,42812,Urban,Technical sales engineer,4,57,33692.36,Married,Female,Yes,10.58605,12,0,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,71.53791,162.4538,Evening,2022,6766.152872
C92877,819fd181-eecf-497c-a453-ada4517d9c06,f858b8ce89fb8cf960dabc54d3561c12,Needville,AK,Fort Bend,99133,41.31414,-81.74522,1576,Urban,Special educational needs teacher,0,31,26804.03,Divorced,Male,Yes,10.79225,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),67.20907,255.1336,Evening,2022,6764.539694
Y178063,2456727b-d909-43a0-9f62-d2e57c9ef757,8969d2ad6edcb6f6b3c03903bbf6f842,Needville,OR,Prince of Wales-Hyder,72168,40.25609,-81.02123,2475,Urban,Outdoor activities/education manager,3,53,3196.26,Married,Female,No,9.954987,9,0,0,Yes,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),71.53606,172.4404,Evening,2021,6761.913319
T884723,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,fea9671289fa6d8794f72bf3c1b3e55b,Yamhill,CA,Fort Bend,85749,48.43505,-104.4389,18813,Urban,"Civil engineer, consulting",3,43,21232.67,Divorced,Male,Yes,13.07612,9,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,68.08911,257.6375,Evening,2021,6760.900419
R532468,fd741cf9-5663-472f-94e8-5977c1499a74,b412a5cf1e6e60c5f8b9b3fac56083dd,Del Mar,AK,Ogemaw,75554,32.89431,-117.08013,2077,Urban,Maintenance engineer,1,65,14606.55,Never Married,Male,Yes,11.64985,16,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),69.02789,255.1336,Evening,2022,6755.042431
H683825,99348a66-489f-42a7-894a-178bc1ba030c,2ffb137d5a923efa638cda02537eb25a,Del Mar,AK,Yamhill,31014,33.9381,-118.3323,13265,Suburban,Sports therapist,2,23,26100.78,Married,Female,Yes,12.59805,13,0,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,71.30457,162.4676,Morning,2021,6754.62207
A861700,77618d0f-b884-47ba-ad1b-7029b27512f8,9c7d828228996c8d9400cd17a3c355f5,Point Baker,OR,Yamhill,37321,38.6184,-77.62493,19345,Suburban,"Engineer, communications",4,69,46403.85,Widowed,Female,Yes,8.293686,11,0,0,No,Two Year,No,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,71.25511,187.4811,Morning,2022,6754.429939
U07639,6f3cb471-a76a-480a-8042-cb64a5a43175,7b779f43153c7a475fdf4f75dad470aa,Del Mar,TX,San Diego,30240,36.94686,-86.60235,29114,Urban,Oceanographer,1,53,72581.13,Never Married,Male,No,11.71127,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),71.45998,144.9889,Evening,2022,6754.410408
T509086,10eabf96-a37f-457f-b30b-b14113ea9ef5,609f92fd8000baf6c8f016013fe60afb,Yamhill,OR,Fort Bend,71111,39.82437,-90.36129,43551,Urban,Archaeologist,1,42,45373.95,Never Married,Female,Yes,13.0284,18,1,0,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,71.71756,162.4538,Evening,2021,6753.968051
S250340,31eeb895-3c43-4aa5-91de-59b6782b4467,ec244815da702eef604eb33e0b3584d6,Yamhill,OR,San Diego,45428,45.98881,-94.37486,335,Suburban,Personal assistant,0,60,10326.69,Divorced,Male,No,9.509801,17,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),68.37019,267.6427,Morning,2021,6752.652755
A991604,67203a0f-8d33-4cae-b0af-f090e77b213a,7c3d23d2690d1d49f4dbaa9835f7857e,Point Baker,TX,Prince of Wales-Hyder,49838,28.57725,-81.39726,507,Urban,Animal nutritionist,1,58,65768.17,Married,Female,Yes,13.55541,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,69.74686,242.6106,Afternoon,2021,6751.757527
L928794,92807e76-e79e-41a5-9385-51da617ab9ce,e08b6cab24a10897ce670754e07c134d,Yamhill,MI,Yamhill,23320,39.9883,-79.99619,56765,Suburban,Hydrologist,0,85,52397.9,Divorced,Male,No,3.801012,6,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),68.59473,199.9902,Morning,2022,6749.102107
W177848,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,d510541ecbd09bd7b21695cfc4bfb6bb,Del Mar,CA,Ogemaw,84753,46.07835,-88.03348,12,Urban,Arts development officer,5,51,25201.18,Separated,Female,No,8.329768,13,3,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,70.0669,200.1185,Afternoon,2021,6747.936863
H20147,5aab7733-9356-4ca2-96ba-aaa6832fa61f,a51e72c0ef13b8b04d21cba57d716988,Point Baker,TX,Prince of Wales-Hyder,43204,37.40057,-85.72074,42463,Urban,Herpetologist,4,82,43826.83,Divorced,Male,No,6.627375,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),69.22859,225.132,Afternoon,2022,6746.802832
P222390,935bafa1-e020-4ba2-95e6-8855e6083762,fb3320b32a2a72117db528c1727e6923,Point Baker,AK,Prince of Wales-Hyder,84080,38.65158,-97.41275,369,Urban,Medical sales representative,2,69,53224.48,Divorced,Female,No,10.79852,11,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),69.14141,232.624,Afternoon,2021,6746.608618
G799664,7d403a84-003b-402a-8432-24380e4da3b0,ee0b3f53ecd1d8b785bc20e91e6eb43a,West Branch,OR,Yamhill,29475,38.75669,-77.0929,2016,Urban,"Scientist, research (physical sciences)",0,59,20073.23,Never Married,Male,No,9.25176,15,1,0,No,One year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),69.67895,212.6228,Afternoon,2021,6746.166459
U174484,7f9581be-4e3f-4f0a-9c55-939e16f033a0,d5d5681b0b83852e9d6bf577f2508c07,Needville,MI,Prince of Wales-Hyder,13042,40.1613,-77.86247,2604,Urban,Solicitor,3,18,18703.92,Widowed,Male,No,9.760517,12,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),71.99928,232.652,Afternoon,2021,6745.439598
W713966,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,660d53bc7e25d7eff74a09e7161ab394,Needville,CA,Yamhill,98208,41.77576,-87.66912,57306,Suburban,Higher education lecturer,0,27,79197.42,Divorced,Female,Yes,6.897334,13,1,1,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,71.65389,129.9621,Morning,2021,6745.232916
G483633,1ca2e70f-6207-4514-a8ce-e97244a56251,fd047e80fa6a36f3e6860335c2edb7be,Del Mar,TX,Prince of Wales-Hyder,89419,41.5865,-73.03305,5523,Urban,"Nurse, adult",4,24,47522.52,Separated,Female,Yes,6.506202,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.78016,190.127,Afternoon,2021,6744.437459
F307841,c4c9f72f-9d25-4e86-b0dc-278ad1794358,c5bfa79a4a6bdc3dca476aa903006d3c,Del Mar,CA,Ogemaw,40953,40.54621,-120.23999,618,Urban,Automotive engineer,0,50,87724.62,Never Married,Female,No,9.874503,13,0,2,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),71.15704,187.6094,Evening,2021,6743.861668
W355571,0319a159-cefc-4d57-804b-c5a16de84ca6,62c298f5af507e7e8a3eccff4df3b206,West Branch,MI,Yamhill,64424,36.11785,-79.89432,4466,Urban,Chiropodist,0,52,33425.04,Separated,Female,Yes,6.580222,13,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,71.00882,187.4811,Evening,2022,6742.932018
J745220,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,fb6dd545f720e3181b24ea29dda8bbd2,Yamhill,TX,Fort Bend,63540,41.83778,-71.31735,129,Suburban,Therapeutic radiographer,0,45,63252.08,Widowed,Female,Yes,11.55712,9,1,0,Yes,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,66.31632,225.1457,Morning,2022,6741.094654
L241388,87ec7c0f-2780-4909-9bf3-5369082eab90,b0e35245c3817d14f06e425fe6f1002a,Yamhill,CA,Prince of Wales-Hyder,35774,41.83849,-84.76277,237,Urban,"Designer, television/film set",0,19,9566.65,Separated,Female,No,14.04224,3,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,66.99456,202.65,Evening,2022,6740.868766
P768995,ca0b9ed3-3abc-49d1-84b2-053535772ee0,67dea4cf9825e91e94d7e66c2dc61343,Del Mar,TX,Yamhill,17302,32.48494,-93.73255,2564,Suburban,"Education officer, environmental",2,42,34084.03,Never Married,Male,Yes,9.269101,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,69.2962,232.624,Morning,2021,6739.19212
W597120,e572a5e1-a17d-4813-b077-af6c45596135,7e954b453929b2b60bb0a9afbb4ce0a7,Del Mar,TX,Yamhill,6071,28.32589,-82.32911,11289,Urban,Colour technologist,0,61,72298.05,Never Married,Male,No,4.723834,7,1,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,69.97649,212.6415,Evening,2021,6737.558934
H134108,728fccac-151c-4743-8c4a-ebf5af17ec9d,2d0a8b770314914a21b0714fefb68925,Yamhill,OR,Prince of Wales-Hyder,30295,32.78137,-96.87917,4352,Urban,Academic librarian,0,62,39830.33,Divorced,Female,Yes,4.789545,13,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),70.18932,232.6378,Evening,2021,6735.268525
B572303,fb749668-dbf8-448a-bc59-5bdba08f7e0b,e04663ac6cc68fac084cd2b394ca7cb8,Del Mar,CA,Ogemaw,52580,40.57234,-87.80962,654,Urban,Mudlogger,0,49,29261.45,Married,Female,No,16.8438,17,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,71.52189,184.961,Afternoon,2021,6735.098237
D463575,832e769e-3b90-47cc-8f70-12e77fbd52a2,4886325be93630732220fb84b427c7cd,Del Mar,AK,Fort Bend,46158,40.97003,-87.59935,22925,Urban,"Designer, textile",10,77,12804.72,Divorced,Male,Yes,13.26049,14,1,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,71.14613,202.6362,Evening,2021,6733.970943
F711590,7def992e-acd6-4b3e-9d01-68812f5fd2ff,9f2b4718c758e51e0b16b99cc7915687,Del Mar,CA,Yamhill,2459,35.07431,-78.88358,19463,Urban,Chief Strategy Officer,5,28,84123.33,Never Married,Male,No,15.3328,15,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,69.69884,200.1185,Afternoon,2021,6731.618169
R286623,d280a01b-3e7a-4303-b8b1-62ca5f99597c,c532f9d9a04a5bf1d6ef9f36e9d9cac9,Needville,CA,Ogemaw,72584,48.36433,-102.42437,316,Urban,"Loss adjuster, chartered",0,24,9349.55,Never Married,Male,No,5.569279,11,1,1,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,69.81507,152.4624,Afternoon,2021,6727.977262
G912511,57582d0e-06d5-453f-934f-cd35554c860c,a02ee02148402528926727212f31c741,Point Baker,OR,San Diego,13340,33.42521,-86.67144,8075,Urban,Pharmacologist,0,72,53458.43,Separated,Male,Yes,15.80514,12,1,1,No,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),69.54041,225.132,Evening,2021,6727.30047
T549865,a722aa28-8556-4560-9eca-d33fb02d1c1e,aa4b526deb0603cd4912d02e60207b07,Point Baker,TX,Ogemaw,68961,37.58745,-87.30164,829,Urban,Hydrographic surveyor,1,43,76301.97,Never Married,Male,No,9.058356,10,1,0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),69.05558,222.6143,Evening,2022,6723.72149
V136458,de982f12-12d6-489d-b4ee-e68a97898c45,06c7aea85dc9cf01dc968ec59e12ebad,West Branch,CA,Ogemaw,63135,40.67637,-73.84441,21869,Urban,"Engineer, manufacturing",0,31,28436.06,Divorced,Female,Yes,6.622338,19,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,70.49565,139.9349,Afternoon,2021,6722.143611
U338809,4f87c1f9-6f12-433a-950e-d543319f5362,dcd3c74524c8fe6d5c46012af869f060,Yamhill,AK,Ogemaw,92147,39.00049,-80.20187,551,Urban,Research scientist (medical),2,19,24366.76,Separated,Male,No,14.98804,9,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,70.52668,164.9853,Evening,2021,6717.631884
M27166,50d17517-42e8-41ee-b3e1-51380935f604,2d2232b20151dc60fd8d99261354fecc,Del Mar,AK,Prince of Wales-Hyder,68344,38.76701,-94.25448,400,Urban,Wellsite geologist,0,44,131421.6,Divorced,Male,Yes,8.776017,16,0,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,71.26299,182.4433,Evening,2021,6716.643947
G944076,c7588553-d2c4-44aa-bc57-92d9a450da0b,cb0a143f7dba83f1b654aaa89d49a0a7,West Branch,CA,Fort Bend,43560,41.07317,-96.83986,32275,Urban,"Embryologist, clinical",3,46,27270.24,Widowed,Male,Yes,10.91065,10,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,71.66705,152.4555,Afternoon,2021,6715.662535
H463610,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,2dc948687495051dc1f7f0564fef6d92,West Branch,CA,Fort Bend,76126,41.26302,-73.94368,22825,Suburban,Occupational psychologist,3,31,40952.09,Widowed,Female,Yes,4.364411,18,1,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),70.65475,172.4404,Morning,2021,6714.776908
Y563908,4adf59ca-778b-42d1-b4dd-e323767f014d,1eaeddd94474968bc3ff130dd876a1a0,Del Mar,MI,Yamhill,35952,38.61776,-86.61282,7482,Urban,Environmental health practitioner,2,21,6081.68,Divorced,Nonbinary,Yes,8.054444,11,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),69.48617,265.1283,Afternoon,2022,6714.393196
Y832314,31f4132d-f26a-4fe0-af22-3a01989b7258,902a7c4c1556dcbc302fde108a5d10b7,Yamhill,TX,San Diego,92532,32.29188,-100.21075,25475,Urban,"Sales professional, IT",0,71,16028.17,Married,Male,Yes,10.79407,9,2,2,Yes,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),67.75314,267.6427,Evening,2021,6713.081591
C726463,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,08412d1d1a661e06fde6fdc231c282bd,Needville,MI,San Diego,23059,34.79657,-85.67879,35124,Urban,Advertising copywriter,3,49,25777.72,Married,Male,Yes,12.38301,14,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,67.63205,202.65,Afternoon,2021,6711.013649
T207990,8d831d69-21b5-4bec-bbfc-44c636c75c3e,5f2fbe8560cca9ee81e9303f4cf1d4bf,Point Baker,CA,San Diego,26287,38.85433,-77.47715,3091,Urban,"Radiographer, therapeutic",1,29,40412.56,Divorced,Male,No,8.671001,16,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),67.15929,245.1283,Afternoon,2021,6710.02165
P820780,711c124e-f93c-48e0-8055-b690fccf4225,692a8cdd50ea67ad39e45357a07e6ca4,West Branch,MI,Fort Bend,74020,47.74202,-92.78159,7371,Urban,English as a second language teacher,1,43,37989.78,Widowed,Female,Yes,6.088598,18,3,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),68.90613,164.9647,Evening,2022,6709.021998
S986781,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,a9201e2fd1c1c02ab3b6e94814aab979,Point Baker,AK,Yamhill,70549,45.52596,-91.71346,3591,Urban,Occupational therapist,0,28,4241.63,Never Married,Female,Yes,10.55534,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,69.27282,210.1051,Evening,2022,6708.539556
O979346,9f6c3100-9e67-4db4-bafd-47c929332d84,282f2bb94490b4f9f7af2e24016deb6f,Point Baker,AK,Ogemaw,57066,42.35146,-73.02322,1592,Suburban,Armed forces logistics/support/administrative officer,1,48,28251.23,Widowed,Male,No,6.038077,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),70.56358,177.4876,Morning,2021,6708.158084
O495486,26b6fe37-eb18-4dc1-909a-942ed707ea29,91791a39bcbef8d8aecec32873eb15c9,Needville,OR,Prince of Wales-Hyder,12121,42.43085,-77.84964,1597,Suburban,Technical author,0,89,87968.71,Divorced,Male,Yes,10.58203,14,2,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,71.71958,187.6094,Morning,2021,6707.388345
W131371,9fd23c24-e908-445d-aeb9-fb012159f6d4,66534eb1b19b7df4a2e1419c81aaf6e1,Point Baker,MI,Yamhill,90815,36.95739,-79.86453,41026,Urban,Regulatory affairs officer,0,30,57145.52,Divorced,Female,No,10.27395,13,3,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),71.48476,152.4579,Evening,2021,6706.905363
T374120,05669b20-e56a-439e-b9e4-ff6a3dd483e1,101097eefff05fdb34779dd1ba32d9bc,Point Baker,AK,Ogemaw,57064,38.01464,-83.76565,6393,Suburban,Sales promotion account executive,6,42,28725.65,Married,Female,No,9.553584,10,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,69.00321,277.6513,Morning,2022,6705.630348
P282882,2146b03d-4fae-41b9-a872-b928843fa56a,eabb697b5673a028ef3e8c922a7719a6,West Branch,TX,Prince of Wales-Hyder,52627,40.80268,-96.95214,12562,Suburban,"Optician, dispensing",2,51,117089.4,Divorced,Female,No,13.87286,12,3,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,66.25635,245.1283,Morning,2022,6703.314017
R246702,f8074e7f-30d3-4ac2-bd9b-99979feb45be,fc229ed19c96a87277c2a9c36be70cbb,Del Mar,TX,Yamhill,66518,42.37724,-76.94575,144,Urban,Theme park manager,3,27,102173.5,Married,Male,Yes,9.636032,16,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,71.44364,242.6281,Afternoon,2021,6700.749273
Z401773,f374febf-f635-4175-ae0d-a66396e78623,037e77bcad87b56cb414f0ec8b8336c9,Del Mar,CA,Yamhill,66008,33.7683,-82.2322,214,Suburban,"Pharmacist, community",0,64,51338.06,Divorced,Male,Yes,9.305287,11,2,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,67.73415,255.1336,Morning,2021,6699.368513
T638317,15a05750-ad38-4037-9acc-9fe6fe258839,c6adfc4fe898ddfe17779953bfa3cea6,Needville,CA,San Diego,78413,34.19544,-118.13796,40778,Suburban,IT trainer,4,53,16316.98,Divorced,Female,No,11.15522,13,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),68.7816,255.1198,Morning,2021,6693.382735
X789375,3b1978b5-8a39-457e-b3a1-da4a743bdc07,cce2f9c7032458c27b93ac5c579bd9fd,West Branch,OR,Prince of Wales-Hyder,84774,42.29251,-91.53608,2011,Urban,Contracting civil engineer,3,43,34471.13,Divorced,Male,Yes,10.01693,8,2,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),68.00942,235.1372,Evening,2022,6692.362545
P310809,4d787829-bf5d-4766-9777-d60e7b882659,37c05ff74288b115dd0a8732e7623662,Needville,TX,Yamhill,81503,40.71569,-79.748,15763,Urban,Health and safety inspector,1,18,27120.26,Widowed,Male,No,5.733455,14,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,71.55342,184.9963,Evening,2022,6691.71698
F107388,df1d3143-c299-4adc-a618-94f9bb34343e,754ce3ac5a85202e6b229c4c56077c30,Del Mar,OR,Prince of Wales-Hyder,32141,26.57593,-81.94532,18828,Urban,"Psychologist, sport and exercise",3,28,28748.12,Divorced,Female,No,12.84371,15,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),70.25821,152.4579,Evening,2022,6690.800209
V972302,458642c8-9ad4-4288-bc3b-1ab83ce7a3c7,4a4d521d904c25264717a088cb5760c2,Yamhill,MI,San Diego,32431,41.24042,-80.84612,3975,Suburban,Manufacturing engineer,2,22,14096.28,Separated,Female,No,6.059685,9,3,1,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),69.62423,174.9581,Morning,2022,6689.748754
A199560,9c880386-d08d-4dc8-a545-e276cbb4bdd0,68413b3dcfc1bd890dc6695af5b833ef,Del Mar,MI,Fort Bend,99923,28.33597,-82.20146,15,Urban,Musician,2,31,34919.68,Widowed,Male,No,14.55526,11,0,1,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),64.62378,257.6513,Afternoon,2022,6689.478561
D87615,800bbe9f-bc31-4611-8ca9-ce20f1387343,e919dc3e29e6b13675e2ad90fd7ea0d8,Del Mar,CA,Fort Bend,63655,41.51534,-76.97577,1543,Suburban,Senior tax professional/tax inspector,2,39,38326.22,Separated,Male,Yes,9.953286,13,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,71.10143,222.6362,Morning,2022,6687.67953
H960808,785924d4-3532-4681-9cf7-40fb062d97d8,6133724ba9f8c29f702950ce12478140,Needville,MI,Prince of Wales-Hyder,90008,41.8364,-72.46061,31739,Suburban,"Engineer, biomedical",0,45,62420.93,Never Married,Male,No,6.095828,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),71.63571,144.9889,Morning,2021,6686.415286
D639444,d1b92066-1007-4adc-b214-13bc3924c72e,f31bc51bfc6afc178d2c6f46151a3933,Point Baker,OR,San Diego,27357,42.11139,-88.99956,8652,Suburban,Facilities manager,0,64,26295.5,Separated,Male,No,16.06426,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,67.13541,225.1457,Morning,2021,6684.346075
Z909144,f3878f9d-fe73-4db7-9d66-de25fab169c1,9940ab382adf00ea8c929a3d5aed0b87,Needville,MI,Prince of Wales-Hyder,22923,41.15338,-87.62902,5089,Urban,Osteopath,5,45,27165.73,Divorced,Male,Yes,10.67876,11,4,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,71.11137,162.4608,Afternoon,2021,6683.352536
Q706124,cfc79a87-f608-485d-86c9-cfce7db37a29,5e3d575e862fe7b14141e0de9df0963f,Point Baker,AK,Fort Bend,68869,40.42752,-81.29587,2105,Urban,Corporate investment banker,0,33,66681.76,Divorced,Female,Yes,8.687753,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,70.67499,142.4526,Afternoon,2022,6682.345453
W631017,3685c550-a023-4825-a1c0-576114e51d6d,f4db113e904d0ea8d6db34b4c89b7535,Point Baker,MI,San Diego,78055,33.75973,-85.81881,1817,Suburban,Psychotherapist,8,45,38444.93,Divorced,Female,No,11.81019,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,66.78494,257.6513,Morning,2021,6681.250538
